Amine,Tail,Lipid_name,Num tails,MolWt,Value_name,Model_type,Target_or_delivered_gene,Delivery_target,Route_of_administration,Experiment_weight
Zhou_dendrimer_4A4,Zhou_dendrimer_SN8,Zhou_dendrimer_4A4-SN8,4,1642.442,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A2,Zhou_dendrimer_SN8,Zhou_dendrimer_5A2-SN8,5,2057.102,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A1,Zhou_dendrimer_SN9,Zhou_dendrimer_1A1-SN9,1,516.705,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A2,Zhou_dendrimer_SN9,Zhou_dendrimer_1A2-SN9,1,573.801,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A3,Zhou_dendrimer_SN9,Zhou_dendrimer_2A3-SN9,2,961.299,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A10,Zhou_dendrimer_SN9,Zhou_dendrimer_2A10-SN9,2,949.288,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SN9,Zhou_dendrimer_2A11-SN9,2,1006.384,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SN9,Zhou_dendrimer_4A2-SN9,4,1802.358,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A4,Zhou_dendrimer_SN9,Zhou_dendrimer_4A4-SN9,4,1814.366,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A3,Zhou_dendrimer_SN9,Zhou_dendrimer_5A3-SN9,5,2271.019,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A4,Zhou_dendrimer_SN9,Zhou_dendrimer_5A4-SN9,5,2228.938,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A1,Zhou_dendrimer_SN9,Zhou_dendrimer_6A1-SN9,6,2688.547,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A2,Zhou_dendrimer_SN9,Zhou_dendrimer_6A2-SN9,6,2687.559,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H4,Zhou_dendrimer_SN9,Zhou_dendrimer_2H4-SN9,2,1046.489,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A1,Zhou_dendrimer_SN10,Zhou_dendrimer_2A1-SN10,2,933.333,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A3,Zhou_dendrimer_SN10,Zhou_dendrimer_2A3-SN10,2,933.333,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A9,Zhou_dendrimer_SN10,Zhou_dendrimer_2A9-SN10,2,893.268,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SN10,Zhou_dendrimer_2A11-SN10,2,978.418,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A5,Zhou_dendrimer_SN10,Zhou_dendrimer_3A5-SN10,3,1395.99,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SN10,Zhou_dendrimer_4A2-SN10,4,1746.426,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A4,Zhou_dendrimer_SN10,Zhou_dendrimer_5A4-SN10,5,2159.023,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A2,Zhou_dendrimer_SN10,Zhou_dendrimer_6A2-SN10,6,2603.661,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H2,Zhou_dendrimer_SN10,Zhou_dendrimer_2H2-SN10,2,962.415,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H4,Zhou_dendrimer_SN10,Zhou_dendrimer_2H4-SN10,2,1018.523,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H6,Zhou_dendrimer_SN10,Zhou_dendrimer_2H6-SN10,2,1074.631,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A1,Zhou_dendrimer_SN11,Zhou_dendrimer_2A1-SN11,2,985.409,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A3,Zhou_dendrimer_SN11,Zhou_dendrimer_2A3-SN11,2,985.409,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A9,Zhou_dendrimer_SN11,Zhou_dendrimer_2A9-SN11,2,945.344,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SN11,Zhou_dendrimer_2A11-SN11,2,1030.494,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A5,Zhou_dendrimer_SN11,Zhou_dendrimer_3A5-SN11,3,1474.104,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SN11,Zhou_dendrimer_4A2-SN11,4,1850.578,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A4,Zhou_dendrimer_SN11,Zhou_dendrimer_5A4-SN11,5,2289.213,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A2,Zhou_dendrimer_SN11,Zhou_dendrimer_6A2-SN11,6,2759.889,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H2,Zhou_dendrimer_SN11,Zhou_dendrimer_2H2-SN11,2,1014.491,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H4,Zhou_dendrimer_SN11,Zhou_dendrimer_2H4-SN11,2,1070.599,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H5,Zhou_dendrimer_SN11,Zhou_dendrimer_2H5-SN11,2,1098.653,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A7,Zhou_dendrimer_SC1,Zhou_dendrimer_2A7-SC1,2,678.955,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A8,Zhou_dendrimer_SC1,Zhou_dendrimer_2A8-SC1,2,673.939,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A9,Zhou_dendrimer_SC1,Zhou_dendrimer_2A9-SC1,2,636.918,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A10,Zhou_dendrimer_SC1,Zhou_dendrimer_2A10-SC1,2,664.972,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SC1,Zhou_dendrimer_2A11-SC1,2,722.068,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A12,Zhou_dendrimer_SC1,Zhou_dendrimer_2A12-SC1,2,680.971,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A1,Zhou_dendrimer_SC1,Zhou_dendrimer_3A1-SC1,3,937.338,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A2,Zhou_dendrimer_SC1,Zhou_dendrimer_3A2-SC1,3,951.365,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A4,Zhou_dendrimer_SC1,Zhou_dendrimer_3A4-SC1,3,941.326,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H1,Zhou_dendrimer_SC1,Zhou_dendrimer_1H1-SC1,1,473.764,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H4,Zhou_dendrimer_SC1,Zhou_dendrimer_2H4-SC1,2,762.173,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H5,Zhou_dendrimer_SC1,Zhou_dendrimer_2H5-SC1,2,790.227,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H6,Zhou_dendrimer_SC1,Zhou_dendrimer_2H6-SC1,2,818.281,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A1,Zhou_dendrimer_SC2,Zhou_dendrimer_2A1-SC2,2,705.037,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A6,Zhou_dendrimer_SC2,Zhou_dendrimer_2A6-SC2,2,705.037,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A7,Zhou_dendrimer_SC2,Zhou_dendrimer_2A7-SC2,2,707.009,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A8,Zhou_dendrimer_SC2,Zhou_dendrimer_2A8-SC2,2,701.993,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A9,Zhou_dendrimer_SC2,Zhou_dendrimer_2A9-SC2,2,664.972,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A10,Zhou_dendrimer_SC2,Zhou_dendrimer_2A10-SC2,2,693.026,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SC2,Zhou_dendrimer_2A11-SC2,2,750.122,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A12,Zhou_dendrimer_SC2,Zhou_dendrimer_2A12-SC2,2,709.025,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A1,Zhou_dendrimer_SC2,Zhou_dendrimer_3A1-SC2,3,979.419,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SC2,Zhou_dendrimer_4A2-SC2,4,1289.834,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A1,Zhou_dendrimer_SC2,Zhou_dendrimer_5A1-SC2,5,1573.268,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A2,Zhou_dendrimer_SC2,Zhou_dendrimer_5A2-SC2,5,1631.352,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H2,Zhou_dendrimer_SC2,Zhou_dendrimer_1H2-SC2,1,529.872,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H3,Zhou_dendrimer_SC2,Zhou_dendrimer_1H3-SC2,1,585.98,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H4,Zhou_dendrimer_SC2,Zhou_dendrimer_2H4-SC2,2,790.227,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H5,Zhou_dendrimer_SC2,Zhou_dendrimer_2H5-SC2,2,818.281,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A5,Zhou_dendrimer_SC3,Zhou_dendrimer_1A5-SC3,1,404.617,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A1,Zhou_dendrimer_SC3,Zhou_dendrimer_2A1-SC3,2,705.037,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A5,Zhou_dendrimer_SC3,Zhou_dendrimer_2A5-SC3,2,691.01,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A6,Zhou_dendrimer_SC3,Zhou_dendrimer_2A6-SC3,2,705.037,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A7,Zhou_dendrimer_SC3,Zhou_dendrimer_2A7-SC3,2,707.009,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A8,Zhou_dendrimer_SC3,Zhou_dendrimer_2A8-SC3,2,701.993,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A9,Zhou_dendrimer_SC3,Zhou_dendrimer_2A9-SC3,2,664.972,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A10,Zhou_dendrimer_SC3,Zhou_dendrimer_2A10-SC3,2,693.026,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SC3,Zhou_dendrimer_2A11-SC3,2,750.122,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A12,Zhou_dendrimer_SC3,Zhou_dendrimer_2A12-SC3,2,709.025,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A1,Zhou_dendrimer_SC3,Zhou_dendrimer_3A1-SC3,3,979.419,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A2,Zhou_dendrimer_SC3,Zhou_dendrimer_3A2-SC3,3,993.446,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A3,Zhou_dendrimer_SC3,Zhou_dendrimer_3A3-SC3,3,1024.504,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A4,Zhou_dendrimer_SC3,Zhou_dendrimer_3A4-SC3,3,983.407,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SC3,Zhou_dendrimer_4A2-SC3,4,1289.834,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A4,Zhou_dendrimer_SC3,Zhou_dendrimer_4A4-SC3,4,1301.842,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A1,Zhou_dendrimer_SC3,Zhou_dendrimer_5A1-SC3,5,1573.268,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A2,Zhou_dendrimer_SC3,Zhou_dendrimer_5A2-SC3,5,1631.352,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A4,Zhou_dendrimer_SC4,Zhou_dendrimer_2A4-SC4,2,670.935,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A6,Zhou_dendrimer_SC4,Zhou_dendrimer_2A6-SC4,2,676.983,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A7,Zhou_dendrimer_SC4,Zhou_dendrimer_2A7-SC4,2,678.955,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A8,Zhou_dendrimer_SC4,Zhou_dendrimer_2A8-SC4,2,673.939,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A9,Zhou_dendrimer_SC4,Zhou_dendrimer_2A9-SC4,2,636.918,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A10,Zhou_dendrimer_SC4,Zhou_dendrimer_2A10-SC4,2,664.972,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SC4,Zhou_dendrimer_2A11-SC4,2,722.068,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A12,Zhou_dendrimer_SC4,Zhou_dendrimer_2A12-SC4,2,680.971,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A1,Zhou_dendrimer_SC4,Zhou_dendrimer_3A1-SC4,3,937.338,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A2,Zhou_dendrimer_SC4,Zhou_dendrimer_3A2-SC4,3,951.365,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A4,Zhou_dendrimer_SC4,Zhou_dendrimer_3A4-SC4,3,941.326,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A4,Zhou_dendrimer_SC4,Zhou_dendrimer_4A4-SC4,4,1245.734,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A2,Zhou_dendrimer_SC4,Zhou_dendrimer_5A2-SC4,5,1561.217,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H3,Zhou_dendrimer_SC4,Zhou_dendrimer_1H3-SC4,1,571.953,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H4,Zhou_dendrimer_SC4,Zhou_dendrimer_2H4-SC4,2,762.173,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H5,Zhou_dendrimer_SC4,Zhou_dendrimer_2H5-SC4,2,790.227,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A4,Zhou_dendrimer_SC5,Zhou_dendrimer_2A4-SC5,2,698.989,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A6,Zhou_dendrimer_SC5,Zhou_dendrimer_2A6-SC5,2,705.037,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A8,Zhou_dendrimer_SC5,Zhou_dendrimer_2A8-SC5,2,701.993,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A9,Zhou_dendrimer_SC5,Zhou_dendrimer_2A9-SC5,2,664.972,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A10,Zhou_dendrimer_SC5,Zhou_dendrimer_2A10-SC5,2,693.026,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A12,Zhou_dendrimer_SC5,Zhou_dendrimer_2A12-SC5,2,709.025,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A4,Zhou_dendrimer_SC5,Zhou_dendrimer_3A4-SC5,3,983.407,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H3,Zhou_dendrimer_SC5,Zhou_dendrimer_1H3-SC5,1,585.98,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H3,Zhou_dendrimer_SC5,Zhou_dendrimer_2H3-SC5,2,762.173,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H5,Zhou_dendrimer_SC5,Zhou_dendrimer_2H5-SC5,2,818.281,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A2,Zhou_dendrimer_SC6,Zhou_dendrimer_1A2-SC6,1,459.697,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A5,Zhou_dendrimer_SC6,Zhou_dendrimer_1A5-SC6,1,418.644,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A1,Zhou_dendrimer_SC6,Zhou_dendrimer_2A1-SC6,2,733.091,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A4,Zhou_dendrimer_SC6,Zhou_dendrimer_2A4-SC6,2,727.043,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A5,Zhou_dendrimer_SC6,Zhou_dendrimer_2A5-SC6,2,719.064,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A6,Zhou_dendrimer_SC6,Zhou_dendrimer_2A6-SC6,2,733.091,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A7,Zhou_dendrimer_SC6,Zhou_dendrimer_2A7-SC6,2,735.063,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A8,Zhou_dendrimer_SC6,Zhou_dendrimer_2A8-SC6,2,730.047,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A9,Zhou_dendrimer_SC6,Zhou_dendrimer_2A9-SC6,2,693.026,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A10,Zhou_dendrimer_SC6,Zhou_dendrimer_2A10-SC6,2,721.08,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A12,Zhou_dendrimer_SC6,Zhou_dendrimer_2A12-SC6,2,737.079,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SC6,Zhou_dendrimer_4A2-SC6,4,1345.942,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H5,Zhou_dendrimer_SC6,Zhou_dendrimer_2H5-SC6,2,846.335,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A2,Zhou_dendrimer_SC7,Zhou_dendrimer_1A2-SC7,1,473.724,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A1,Zhou_dendrimer_SC7,Zhou_dendrimer_2A1-SC7,2,761.145,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A3,Zhou_dendrimer_SC7,Zhou_dendrimer_2A3-SC7,2,761.145,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A4,Zhou_dendrimer_SC7,Zhou_dendrimer_2A4-SC7,2,755.097,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A5,Zhou_dendrimer_SC7,Zhou_dendrimer_2A5-SC7,2,747.118,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A8,Zhou_dendrimer_SC7,Zhou_dendrimer_2A8-SC7,2,758.101,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A9,Zhou_dendrimer_SC7,Zhou_dendrimer_2A9-SC7,2,721.08,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A10,Zhou_dendrimer_SC7,Zhou_dendrimer_2A10-SC7,2,749.134,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SC7,Zhou_dendrimer_2A11-SC7,2,806.23,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A12,Zhou_dendrimer_SC7,Zhou_dendrimer_2A12-SC7,2,765.133,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A4,Zhou_dendrimer_SC7,Zhou_dendrimer_3A4-SC7,3,1067.569,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SC7,Zhou_dendrimer_4A2-SC7,4,1402.05,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H2,Zhou_dendrimer_SC7,Zhou_dendrimer_1H2-SC7,1,557.926,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H4,Zhou_dendrimer_SC7,Zhou_dendrimer_2H4-SC7,2,846.335,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H5,Zhou_dendrimer_SC7,Zhou_dendrimer_2H5-SC7,2,874.389,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H6,Zhou_dendrimer_SC7,Zhou_dendrimer_2H6-SC7,2,902.443,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A4,Zhou_dendrimer_SC8,Zhou_dendrimer_2A4-SC8,2,783.151,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A5,Zhou_dendrimer_SC8,Zhou_dendrimer_2A5-SC8,2,775.172,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A8,Zhou_dendrimer_SC8,Zhou_dendrimer_2A8-SC8,2,786.155,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A9,Zhou_dendrimer_SC8,Zhou_dendrimer_2A9-SC8,2,749.134,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A10,Zhou_dendrimer_SC8,Zhou_dendrimer_2A10-SC8,2,777.188,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A12,Zhou_dendrimer_SC8,Zhou_dendrimer_2A12-SC8,2,793.187,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A1,Zhou_dendrimer_SC8,Zhou_dendrimer_3A1-SC8,3,1105.662,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A4,Zhou_dendrimer_SC8,Zhou_dendrimer_3A4-SC8,3,1109.65,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SC8,Zhou_dendrimer_4A2-SC8,4,1458.158,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H5,Zhou_dendrimer_SC8,Zhou_dendrimer_2H5-SC8,2,902.443,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H6,Zhou_dendrimer_SC8,Zhou_dendrimer_2H6-SC8,2,930.497,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A1,Zhou_dendrimer_SC9,Zhou_dendrimer_1A1-SC9,1,444.682,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A3,Zhou_dendrimer_SC9,Zhou_dendrimer_1A3-SC9,1,474.708,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A4,Zhou_dendrimer_SC9,Zhou_dendrimer_1A4-SC9,1,446.698,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A5,Zhou_dendrimer_SC9,Zhou_dendrimer_1A5-SC9,1,460.725,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A1,Zhou_dendrimer_SC9,Zhou_dendrimer_2A1-SC9,2,817.253,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A3,Zhou_dendrimer_SC9,Zhou_dendrimer_2A3-SC9,2,817.253,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A4,Zhou_dendrimer_SC9,Zhou_dendrimer_2A4-SC9,2,811.205,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A5,Zhou_dendrimer_SC9,Zhou_dendrimer_2A5-SC9,2,803.226,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A7,Zhou_dendrimer_SC9,Zhou_dendrimer_2A7-SC9,2,819.225,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A8,Zhou_dendrimer_SC9,Zhou_dendrimer_2A8-SC9,2,814.209,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A9,Zhou_dendrimer_SC9,Zhou_dendrimer_2A9-SC9,2,777.188,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A10,Zhou_dendrimer_SC9,Zhou_dendrimer_2A10-SC9,2,805.242,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SC9,Zhou_dendrimer_2A11-SC9,2,862.338,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A4,Zhou_dendrimer_SC9,Zhou_dendrimer_3A4-SC9,3,1151.731,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SC9,Zhou_dendrimer_4A2-SC9,4,1514.266,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H3,Zhou_dendrimer_SC9,Zhou_dendrimer_1H3-SC9,1,642.088,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A1,Zhou_dendrimer_SC10,Zhou_dendrimer_1A1-SC10,1,458.709,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A2,Zhou_dendrimer_SC10,Zhou_dendrimer_1A2-SC10,1,515.805,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A3,Zhou_dendrimer_SC10,Zhou_dendrimer_1A3-SC10,1,488.735,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A4,Zhou_dendrimer_SC10,Zhou_dendrimer_1A4-SC10,1,460.725,FFL silencing,HeLa,FFL,hela,in_vitro,1
