Lipid_name,Amine,Ketone,Isocyanide,Is_cyclic,Model_type,Delivery_target
LM_3CR_A11Iso1C9,LM_3CR_A11,LM_3CR_C9,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A11Iso2C9,LM_3CR_A11,LM_3CR_C9,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A11Iso3C9,LM_3CR_A11,LM_3CR_C9,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A11Iso4C9,LM_3CR_A11,LM_3CR_C9,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A11Iso5C9,LM_3CR_A11,LM_3CR_C9,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A11Iso6C9,LM_3CR_A11,LM_3CR_C9,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A11Iso7C9,LM_3CR_A11,LM_3CR_C9,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A11Iso8C9,LM_3CR_A11,LM_3CR_C9,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A11Iso9C9,LM_3CR_A11,LM_3CR_C9,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A11Iso10C9,LM_3CR_A11,LM_3CR_C9,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A11Iso1C8,LM_3CR_A11,LM_3CR_C8,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A11Iso2C8,LM_3CR_A11,LM_3CR_C8,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A11Iso3C8,LM_3CR_A11,LM_3CR_C8,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A11Iso4C8,LM_3CR_A11,LM_3CR_C8,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A11Iso5C8,LM_3CR_A11,LM_3CR_C8,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A11Iso6C8,LM_3CR_A11,LM_3CR_C8,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A11Iso7C8,LM_3CR_A11,LM_3CR_C8,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A11Iso8C8,LM_3CR_A11,LM_3CR_C8,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A11Iso9C8,LM_3CR_A11,LM_3CR_C8,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A11Iso10C8,LM_3CR_A11,LM_3CR_C8,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A11Iso1C7,LM_3CR_A11,LM_3CR_C7,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A11Iso2C7,LM_3CR_A11,LM_3CR_C7,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A11Iso3C7,LM_3CR_A11,LM_3CR_C7,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A11Iso4C7,LM_3CR_A11,LM_3CR_C7,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A11Iso5C7,LM_3CR_A11,LM_3CR_C7,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A11Iso6C7,LM_3CR_A11,LM_3CR_C7,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A11Iso7C7,LM_3CR_A11,LM_3CR_C7,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A11Iso8C7,LM_3CR_A11,LM_3CR_C7,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A11Iso9C7,LM_3CR_A11,LM_3CR_C7,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A11Iso10C7,LM_3CR_A11,LM_3CR_C7,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A11Iso1CC7,LM_3CR_A11,LM_3CR_CC7,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A11Iso2CC7,LM_3CR_A11,LM_3CR_CC7,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A11Iso3CC7,LM_3CR_A11,LM_3CR_CC7,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A11Iso4CC7,LM_3CR_A11,LM_3CR_CC7,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A11Iso5CC7,LM_3CR_A11,LM_3CR_CC7,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A11Iso6CC7,LM_3CR_A11,LM_3CR_CC7,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A11Iso7CC7,LM_3CR_A11,LM_3CR_CC7,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A11Iso8CC7,LM_3CR_A11,LM_3CR_CC7,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A11Iso9CC7,LM_3CR_A11,LM_3CR_CC7,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A11Iso10CC7,LM_3CR_A11,LM_3CR_CC7,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A11Iso1CC6,LM_3CR_A11,LM_3CR_CC6,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A11Iso2CC6,LM_3CR_A11,LM_3CR_CC6,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A11Iso3CC6,LM_3CR_A11,LM_3CR_CC6,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A11Iso4CC6,LM_3CR_A11,LM_3CR_CC6,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A11Iso5CC6,LM_3CR_A11,LM_3CR_CC6,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A11Iso6CC6,LM_3CR_A11,LM_3CR_CC6,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A11Iso7CC6,LM_3CR_A11,LM_3CR_CC6,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A11Iso8CC6,LM_3CR_A11,LM_3CR_CC6,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A11Iso9CC6,LM_3CR_A11,LM_3CR_CC6,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A11Iso10CC6,LM_3CR_A11,LM_3CR_CC6,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A11Iso1C6,LM_3CR_A11,LM_3CR_C6,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A11Iso2C6,LM_3CR_A11,LM_3CR_C6,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A11Iso3C6,LM_3CR_A11,LM_3CR_C6,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A11Iso4C6,LM_3CR_A11,LM_3CR_C6,LM_3CR_Iso4,No,HeLa,hela
LM_3CR_A11Iso5C6,LM_3CR_A11,LM_3CR_C6,LM_3CR_Iso5,No,HeLa,hela
LM_3CR_A11Iso6C6,LM_3CR_A11,LM_3CR_C6,LM_3CR_Iso6,No,HeLa,hela
LM_3CR_A11Iso7C6,LM_3CR_A11,LM_3CR_C6,LM_3CR_Iso7,No,HeLa,hela
LM_3CR_A11Iso8C6,LM_3CR_A11,LM_3CR_C6,LM_3CR_Iso8,No,HeLa,hela
LM_3CR_A11Iso9C6,LM_3CR_A11,LM_3CR_C6,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A11Iso10C6,LM_3CR_A11,LM_3CR_C6,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A12Iso12DC18,LM_3CR_A12,LM_3CR_2DC18,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A12Iso22DC18,LM_3CR_A12,LM_3CR_2DC18,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A12Iso32DC18,LM_3CR_A12,LM_3CR_2DC18,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A12Iso42DC18,LM_3CR_A12,LM_3CR_2DC18,LM_3CR_Iso4,Yes,HeLa,hela
LM_3CR_A12Iso72DC18,LM_3CR_A12,LM_3CR_2DC18,LM_3CR_Iso7,Yes,HeLa,hela
LM_3CR_A12Iso82DC18,LM_3CR_A12,LM_3CR_2DC18,LM_3CR_Iso8,Yes,HeLa,hela
LM_3CR_A12Iso102DC18,LM_3CR_A12,LM_3CR_2DC18,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A12Iso1C11,LM_3CR_A12,LM_3CR_C11,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A12Iso2C11,LM_3CR_A12,LM_3CR_C11,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A12Iso3C11,LM_3CR_A12,LM_3CR_C11,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A12Iso4C11,LM_3CR_A12,LM_3CR_C11,LM_3CR_Iso4,Yes,HeLa,hela
LM_3CR_A12Iso5C11,LM_3CR_A12,LM_3CR_C11,LM_3CR_Iso5,Yes,HeLa,hela
LM_3CR_A12Iso6C11,LM_3CR_A12,LM_3CR_C11,LM_3CR_Iso6,Yes,HeLa,hela
LM_3CR_A12Iso7C11,LM_3CR_A12,LM_3CR_C11,LM_3CR_Iso7,Yes,HeLa,hela
LM_3CR_A12Iso8C11,LM_3CR_A12,LM_3CR_C11,LM_3CR_Iso8,Yes,HeLa,hela
LM_3CR_A12Iso9C11,LM_3CR_A12,LM_3CR_C11,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A12Iso10C11,LM_3CR_A12,LM_3CR_C11,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A12Iso1C10,LM_3CR_A12,LM_3CR_C10,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A12Iso2C10,LM_3CR_A12,LM_3CR_C10,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A12Iso3C10,LM_3CR_A12,LM_3CR_C10,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A12Iso4C10,LM_3CR_A12,LM_3CR_C10,LM_3CR_Iso4,Yes,HeLa,hela
LM_3CR_A12Iso5C10,LM_3CR_A12,LM_3CR_C10,LM_3CR_Iso5,Yes,HeLa,hela
LM_3CR_A12Iso6C10,LM_3CR_A12,LM_3CR_C10,LM_3CR_Iso6,Yes,HeLa,hela
LM_3CR_A12Iso7C10,LM_3CR_A12,LM_3CR_C10,LM_3CR_Iso7,Yes,HeLa,hela
LM_3CR_A12Iso8C10,LM_3CR_A12,LM_3CR_C10,LM_3CR_Iso8,Yes,HeLa,hela
LM_3CR_A12Iso9C10,LM_3CR_A12,LM_3CR_C10,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A12Iso10C10,LM_3CR_A12,LM_3CR_C10,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A12Iso1C9,LM_3CR_A12,LM_3CR_C9,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A12Iso2C9,LM_3CR_A12,LM_3CR_C9,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A12Iso3C9,LM_3CR_A12,LM_3CR_C9,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A12Iso4C9,LM_3CR_A12,LM_3CR_C9,LM_3CR_Iso4,Yes,HeLa,hela
LM_3CR_A12Iso5C9,LM_3CR_A12,LM_3CR_C9,LM_3CR_Iso5,Yes,HeLa,hela
LM_3CR_A12Iso6C9,LM_3CR_A12,LM_3CR_C9,LM_3CR_Iso6,Yes,HeLa,hela
LM_3CR_A12Iso7C9,LM_3CR_A12,LM_3CR_C9,LM_3CR_Iso7,Yes,HeLa,hela
LM_3CR_A12Iso8C9,LM_3CR_A12,LM_3CR_C9,LM_3CR_Iso8,Yes,HeLa,hela
LM_3CR_A12Iso9C9,LM_3CR_A12,LM_3CR_C9,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A12Iso10C9,LM_3CR_A12,LM_3CR_C9,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A12Iso1C8,LM_3CR_A12,LM_3CR_C8,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A12Iso2C8,LM_3CR_A12,LM_3CR_C8,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A12Iso3C8,LM_3CR_A12,LM_3CR_C8,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A12Iso4C8,LM_3CR_A12,LM_3CR_C8,LM_3CR_Iso4,Yes,HeLa,hela
LM_3CR_A12Iso5C8,LM_3CR_A12,LM_3CR_C8,LM_3CR_Iso5,Yes,HeLa,hela
LM_3CR_A12Iso6C8,LM_3CR_A12,LM_3CR_C8,LM_3CR_Iso6,Yes,HeLa,hela
LM_3CR_A12Iso7C8,LM_3CR_A12,LM_3CR_C8,LM_3CR_Iso7,Yes,HeLa,hela
LM_3CR_A12Iso8C8,LM_3CR_A12,LM_3CR_C8,LM_3CR_Iso8,Yes,HeLa,hela
LM_3CR_A12Iso9C8,LM_3CR_A12,LM_3CR_C8,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A12Iso10C8,LM_3CR_A12,LM_3CR_C8,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A12Iso1C7,LM_3CR_A12,LM_3CR_C7,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A12Iso2C7,LM_3CR_A12,LM_3CR_C7,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A12Iso3C7,LM_3CR_A12,LM_3CR_C7,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A12Iso4C7,LM_3CR_A12,LM_3CR_C7,LM_3CR_Iso4,Yes,HeLa,hela
LM_3CR_A12Iso5C7,LM_3CR_A12,LM_3CR_C7,LM_3CR_Iso5,Yes,HeLa,hela
LM_3CR_A12Iso6C7,LM_3CR_A12,LM_3CR_C7,LM_3CR_Iso6,Yes,HeLa,hela
LM_3CR_A12Iso7C7,LM_3CR_A12,LM_3CR_C7,LM_3CR_Iso7,Yes,HeLa,hela
LM_3CR_A12Iso8C7,LM_3CR_A12,LM_3CR_C7,LM_3CR_Iso8,Yes,HeLa,hela
LM_3CR_A12Iso9C7,LM_3CR_A12,LM_3CR_C7,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A12Iso10C7,LM_3CR_A12,LM_3CR_C7,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A12Iso1CC7,LM_3CR_A12,LM_3CR_CC7,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A12Iso2CC7,LM_3CR_A12,LM_3CR_CC7,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A12Iso3CC7,LM_3CR_A12,LM_3CR_CC7,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A12Iso4CC7,LM_3CR_A12,LM_3CR_CC7,LM_3CR_Iso4,Yes,HeLa,hela
LM_3CR_A12Iso5CC7,LM_3CR_A12,LM_3CR_CC7,LM_3CR_Iso5,Yes,HeLa,hela
LM_3CR_A12Iso6CC7,LM_3CR_A12,LM_3CR_CC7,LM_3CR_Iso6,Yes,HeLa,hela
LM_3CR_A12Iso7CC7,LM_3CR_A12,LM_3CR_CC7,LM_3CR_Iso7,Yes,HeLa,hela
LM_3CR_A12Iso8CC7,LM_3CR_A12,LM_3CR_CC7,LM_3CR_Iso8,Yes,HeLa,hela
LM_3CR_A12Iso9CC7,LM_3CR_A12,LM_3CR_CC7,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A12Iso10CC7,LM_3CR_A12,LM_3CR_CC7,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A12Iso1CC6,LM_3CR_A12,LM_3CR_CC6,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A12Iso2CC6,LM_3CR_A12,LM_3CR_CC6,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A12Iso3CC6,LM_3CR_A12,LM_3CR_CC6,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A12Iso4CC6,LM_3CR_A12,LM_3CR_CC6,LM_3CR_Iso4,Yes,HeLa,hela
LM_3CR_A12Iso5CC6,LM_3CR_A12,LM_3CR_CC6,LM_3CR_Iso5,Yes,HeLa,hela
LM_3CR_A12Iso6CC6,LM_3CR_A12,LM_3CR_CC6,LM_3CR_Iso6,Yes,HeLa,hela
LM_3CR_A12Iso7CC6,LM_3CR_A12,LM_3CR_CC6,LM_3CR_Iso7,Yes,HeLa,hela
LM_3CR_A12Iso8CC6,LM_3CR_A12,LM_3CR_CC6,LM_3CR_Iso8,Yes,HeLa,hela
LM_3CR_A12Iso9CC6,LM_3CR_A12,LM_3CR_CC6,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A12Iso10CC6,LM_3CR_A12,LM_3CR_CC6,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A12Iso1C6,LM_3CR_A12,LM_3CR_C6,LM_3CR_Iso1,No,HeLa,hela
LM_3CR_A12Iso2C6,LM_3CR_A12,LM_3CR_C6,LM_3CR_Iso2,No,HeLa,hela
LM_3CR_A12Iso3C6,LM_3CR_A12,LM_3CR_C6,LM_3CR_Iso3,No,HeLa,hela
LM_3CR_A12Iso4C6,LM_3CR_A12,LM_3CR_C6,LM_3CR_Iso4,Yes,HeLa,hela
LM_3CR_A12Iso5C6,LM_3CR_A12,LM_3CR_C6,LM_3CR_Iso5,Yes,HeLa,hela
LM_3CR_A12Iso6C6,LM_3CR_A12,LM_3CR_C6,LM_3CR_Iso6,Yes,HeLa,hela
LM_3CR_A12Iso7C6,LM_3CR_A12,LM_3CR_C6,LM_3CR_Iso7,Yes,HeLa,hela
LM_3CR_A12Iso8C6,LM_3CR_A12,LM_3CR_C6,LM_3CR_Iso8,Yes,HeLa,hela
LM_3CR_A12Iso9C6,LM_3CR_A12,LM_3CR_C6,LM_3CR_Iso9,No,HeLa,hela
LM_3CR_A12Iso10C6,LM_3CR_A12,LM_3CR_C6,LM_3CR_Iso10,No,HeLa,hela
LM_3CR_A12Iso52DC18,LM_3CR_A12,LM_3CR_2DC18,LM_3CR_Iso5,Yes,BDMC,bdmc
LM_3CR_A2Iso52DC18,LM_3CR_A2,LM_3CR_2DC18,LM_3CR_Iso5,Yes,BDMC,bdmc
LM_3CR_A3Iso52DC18,LM_3CR_A3,LM_3CR_2DC18,LM_3CR_Iso5,No,BDMC,bdmc
LM_3CR_A5Iso52DC18,LM_3CR_A5,LM_3CR_2DC18,LM_3CR_Iso5,Yes,BDMC,bdmc
LM_3CR_A1Iso52DC18,LM_3CR_A1,LM_3CR_2DC18,LM_3CR_Iso5,Yes,BDMC,bdmc
LM_3CR_A4Iso52DC18,LM_3CR_A4,LM_3CR_2DC18,LM_3CR_Iso5,No,BDMC,bdmc
LM_3CR_A6Iso52DC18,LM_3CR_A6,LM_3CR_2DC18,LM_3CR_Iso5,No,BDMC,bdmc
LM_3CR_A8Iso52DC18,LM_3CR_A8,LM_3CR_2DC18,LM_3CR_Iso5,No,BDMC,bdmc
LM_3CR_A7Iso52DC18,LM_3CR_A7,LM_3CR_2DC18,LM_3CR_Iso5,No,BDMC,bdmc
LM_3CR_A11Iso52DC18,LM_3CR_A11,LM_3CR_2DC18,LM_3CR_Iso5,No,BDMC,bdmc
LM_3CR_A9Iso52DC18,LM_3CR_A9,LM_3CR_2DC18,LM_3CR_Iso5,No,BDMC,bdmc
LM_3CR_A10Iso52DC18,LM_3CR_A10,LM_3CR_2DC18,LM_3CR_Iso5,No,BDMC,bdmc
LM_3CR_A3Iso62DC18,LM_3CR_A3,LM_3CR_2DC18,LM_3CR_Iso6,No,BDMC,bdmc
LM_3CR_A2Iso62DC18,LM_3CR_A2,LM_3CR_2DC18,LM_3CR_Iso6,Yes,BDMC,bdmc
LM_3CR_A12Iso62DC18,LM_3CR_A12,LM_3CR_2DC18,LM_3CR_Iso6,Yes,BDMC,bdmc
LM_3CR_A5Iso62DC18,LM_3CR_A5,LM_3CR_2DC18,LM_3CR_Iso6,Yes,BDMC,bdmc
LM_3CR_A1Iso62DC18,LM_3CR_A1,LM_3CR_2DC18,LM_3CR_Iso6,Yes,BDMC,bdmc
LM_3CR_A2Iso92DC18,LM_3CR_A2,LM_3CR_2DC18,LM_3CR_Iso9,No,BDMC,bdmc
LM_3CR_A1Iso92DC18,LM_3CR_A1,LM_3CR_2DC18,LM_3CR_Iso9,No,BDMC,bdmc
LM_3CR_A5Iso92DC18,LM_3CR_A5,LM_3CR_2DC18,LM_3CR_Iso9,No,BDMC,bdmc
LM_3CR_A12Iso92DC18,LM_3CR_A12,LM_3CR_2DC18,LM_3CR_Iso9,No,BDMC,bdmc
LM_3CR_A9Iso92DC18,LM_3CR_A9,LM_3CR_2DC18,LM_3CR_Iso9,No,BDMC,bdmc
LM_3CR_A8Iso92DC18,LM_3CR_A8,LM_3CR_2DC18,LM_3CR_Iso9,No,BDMC,bdmc
LM_3CR_A3Iso92DC18,LM_3CR_A3,LM_3CR_2DC18,LM_3CR_Iso9,No,BDMC,bdmc
LM_3CR_A6Iso92DC18,LM_3CR_A6,LM_3CR_2DC18,LM_3CR_Iso9,No,BDMC,bdmc
LM_3CR_A7Iso92DC18,LM_3CR_A7,LM_3CR_2DC18,LM_3CR_Iso9,No,BDMC,bdmc
LM_3CR_A4Iso92DC18,LM_3CR_A4,LM_3CR_2DC18,LM_3CR_Iso9,No,BDMC,bdmc
LM_3CR_A11Iso62DC18,LM_3CR_A11,LM_3CR_2DC18,LM_3CR_Iso6,No,BDMC,bdmc
LM_3CR_A9Iso62DC18,LM_3CR_A9,LM_3CR_2DC18,LM_3CR_Iso6,No,BDMC,bdmc
LM_3CR_A11Iso92DC18,LM_3CR_A11,LM_3CR_2DC18,LM_3CR_Iso9,No,BDMC,bdmc
LM_3CR_A6Iso62DC18,LM_3CR_A6,LM_3CR_2DC18,LM_3CR_Iso6,No,BDMC,bdmc
LM_3CR_A4Iso62DC18,LM_3CR_A4,LM_3CR_2DC18,LM_3CR_Iso6,No,BDMC,bdmc
LM_3CR_A7Iso62DC18,LM_3CR_A7,LM_3CR_2DC18,LM_3CR_Iso6,No,BDMC,bdmc
LM_3CR_A8Iso62DC18,LM_3CR_A8,LM_3CR_2DC18,LM_3CR_Iso6,No,BDMC,bdmc
LM_3CR_A10Iso92DC18,LM_3CR_A10,LM_3CR_2DC18,LM_3CR_Iso9,No,BDMC,bdmc
LM_3CR_A10Iso62DC18,LM_3CR_A10,LM_3CR_2DC18,LM_3CR_Iso6,No,BDMC,bdmc
LM_3CR_A12Iso52DC18,LM_3CR_A12,LM_3CR_2DC18,LM_3CR_Iso5,Yes,BMDM,bmdm
LM_3CR_A2Iso52DC18,LM_3CR_A2,LM_3CR_2DC18,LM_3CR_Iso5,Yes,BMDM,bmdm
LM_3CR_A3Iso52DC18,LM_3CR_A3,LM_3CR_2DC18,LM_3CR_Iso5,No,BMDM,bmdm
LM_3CR_A5Iso52DC18,LM_3CR_A5,LM_3CR_2DC18,LM_3CR_Iso5,Yes,BMDM,bmdm
LM_3CR_A1Iso52DC18,LM_3CR_A1,LM_3CR_2DC18,LM_3CR_Iso5,Yes,BMDM,bmdm
LM_3CR_A4Iso52DC18,LM_3CR_A4,LM_3CR_2DC18,LM_3CR_Iso5,No,BMDM,bmdm
LM_3CR_A6Iso52DC18,LM_3CR_A6,LM_3CR_2DC18,LM_3CR_Iso5,No,BMDM,bmdm
LM_3CR_A8Iso52DC18,LM_3CR_A8,LM_3CR_2DC18,LM_3CR_Iso5,No,BMDM,bmdm
LM_3CR_A7Iso52DC18,LM_3CR_A7,LM_3CR_2DC18,LM_3CR_Iso5,No,BMDM,bmdm
LM_3CR_A11Iso52DC18,LM_3CR_A11,LM_3CR_2DC18,LM_3CR_Iso5,No,BMDM,bmdm
LM_3CR_A9Iso52DC18,LM_3CR_A9,LM_3CR_2DC18,LM_3CR_Iso5,No,BMDM,bmdm
LM_3CR_A10Iso52DC18,LM_3CR_A10,LM_3CR_2DC18,LM_3CR_Iso5,No,BMDM,bmdm
