Lipid_name,Amine,Tail
RM_branched_ester_M69_R14,RM_branched_ester_M69,RM_branched_ester_R14
RM_branched_ester_M69_R15,RM_branched_ester_M69,RM_branched_ester_R15
RM_branched_ester_M69_R16,RM_branched_ester_M69,RM_branched_ester_R16
RM_branched_ester_M69_R02,RM_branched_ester_M69,RM_branched_ester_R02
RM_branched_ester_M69_R03,RM_branched_ester_M69,RM_branched_ester_R03
RM_branched_ester_M69_R04,RM_branched_ester_M69,RM_branched_ester_R04
RM_branched_ester_M69_R05,RM_branched_ester_M69,RM_branched_ester_R05
RM_branched_ester_M69_R06,RM_branched_ester_M69,RM_branched_ester_R06
RM_branched_ester_M69_R07,RM_branched_ester_M69,RM_branched_ester_R07
RM_branched_ester_M69_R08,RM_branched_ester_M69,RM_branched_ester_R08
RM_branched_ester_M69_R09,RM_branched_ester_M69,RM_branched_ester_R09
RM_branched_ester_M71_R01,RM_branched_ester_M71,RM_branched_ester_R01
RM_branched_ester_M71_R10,RM_branched_ester_M71,RM_branched_ester_R10
RM_branched_ester_M71_R11,RM_branched_ester_M71,RM_branched_ester_R11
RM_branched_ester_M71_R12,RM_branched_ester_M71,RM_branched_ester_R12
RM_branched_ester_M71_R13,RM_branched_ester_M71,RM_branched_ester_R13
RM_branched_ester_M71_R14,RM_branched_ester_M71,RM_branched_ester_R14
RM_branched_ester_M71_R15,RM_branched_ester_M71,RM_branched_ester_R15
RM_branched_ester_M71_R16,RM_branched_ester_M71,RM_branched_ester_R16
RM_branched_ester_M71_R02,RM_branched_ester_M71,RM_branched_ester_R02
RM_branched_ester_M71_R03,RM_branched_ester_M71,RM_branched_ester_R03
RM_branched_ester_M71_R04,RM_branched_ester_M71,RM_branched_ester_R04
RM_branched_ester_M71_R05,RM_branched_ester_M71,RM_branched_ester_R05
RM_branched_ester_M71_R06,RM_branched_ester_M71,RM_branched_ester_R06
RM_branched_ester_M71_R07,RM_branched_ester_M71,RM_branched_ester_R07
RM_branched_ester_M71_R08,RM_branched_ester_M71,RM_branched_ester_R08
RM_branched_ester_M71_R09,RM_branched_ester_M71,RM_branched_ester_R09
